a_nr;a_stock
1414001;0
1414101;0
1414201;0
1414301;0
1414401;0
1414501;0
1414601;0
1414701;0
1414801;0
1414901;0
15101931;0
15102031;0
15102131;0
15102231;0
15102332;0
15102432;0
15102532;0
15102632;0
1319901;0
1320031;26
1320032;0
1320131;100
1320132;100
1320234;0
1320334;0
1320434;0
1320534;0
1320734;0
1320834;0
1320934;0
1321034;0
1321134;0
1321534;0
1510001;0
1510002;0
1510028;0
1510027;0
1510030;0
1510101;0
1510127;0
1510129;0
1510130;0
1510102;0
1510202;0
1510229;0
1510227;0
1510201;0
1510230;0
10242148;0
1510302;0
1510304;0
1510402;0
1510427;0
1510503;0
1510527;0
1510502;0
1510529;0
1510627;0
1510631;0
1510630;0
1510728;0
1510701;0
1510703;0
1510727;0
1510803;0
1510902;0
1510930;0
1510927;0
1510929;0
1511027;0
1511003;0
1511103;0
1511127;0
1511327;0
1511428;0
1511427;0
1511529;0
1511501;0
15102735;0
15102835;0
15102935;0
15103035;0
1511602;0
1511629;0
1511630;0
1511627;0
1511727;0
1511703;0
1511702;0
1511928;0
1511902;0
1512003;0
1512227;0
1512228;0
1512231;0
1512301;0
1512427;0
1512726;0
1512826;0
1512927;0
1513027;0
1513127;0
1513202;0
1513230;0
1513326;0
1513426;0
1513626;0
1513726;0
1513826;0
1513926;0
1515003;0
1514030;0
1514027;0
1514130;0
1514127;0
1514203;0
1514303;0
1514430;0
1514530;0
1514630;0
1514727;0
1515242;0
1515342;0
1515442;0
1515542;0
1515642;0
1515742;0
1516427;0
1516527;0
1516627;0
1516727;0
1515802;0
1515902;0
1516002;0
1516102;0
1516330;0
1516329;0
1516327;0
1516302;0
1516803;0
1516930;0
1517030;0
1517130;0
1517230;0
1517330;0
1517326;0
1517430;0
1517626;0
1517530;0
1517502;0
1517501;0
1517527;0
1517702;0
1517730;0
1517727;0
1518901;0
1519331;0
1519332;0
1519431;0
1519432;0
1519531;14
1519532;0
1519631;0
1519632;0
1519731;0
1519732;0
1519831;0
1519832;100
1519931;0
1519932;0
1520031;0
1520032;0
1520331;0
1520332;0
1520448;0
1520548;0
1520648;0
1520748;0
1520848;0
1520948;0
1521048;0
1521148;0
1521248;0
1521348;0
1521448;0
1521548;0
1524102;0
1526530;0
1526527;0
1525226;0
1525326;0
1525426;0
1525526;0
1525626;0
1525726;0
1525849;0
1525949;0
1526049;0
1526149;0
1526249;0
1526349;0
1526449;0
1526631;0
1526731;0
1526831;0
1526931;0
1527031;0
1527131;0
1527231;0
1527331;0
1527431;0
1527531;0
1527631;0
1527731;0
1527831;0
1527931;0
1528031;0
1611747;0
1612847;0
1612947;0
1612147;0
1613047;0
1613147;0
1612747;0
1111608;0
1117508;0
1111108;0
1112408;0
16103169;0
16103269;0
16103369;0
16103469;0
16103569;0
16103669;0
13103735;24
13103835;0
13103935;0
13104035;85
13104135;0
13104235;0
13104335;0
13104431;0
13104532;0
13104635;0
13104732;0
13104831;0
13104935;0
13105031;0
13105132;0
1035344;0
1035244;0
1035258;0
1010010;0
1010036;0
1010034;0
1010009;0
1033110;0
1033134;0
1033136;0
1033109;0
1020334;0
1020310;0
1020336;0
1020309;0
10105236;0
10105309;0
10105410;0
10105534;0
10105636;0
10105709;0
10105810;0
10105934;0
1031308;0
1030433;0
1517529;0
1516827;0
1517701;0
10106140;0
10106202;0
10106301;0
10106408;0
10106501;0
10106602;0
10106703;0
10106808;0
10106905;0
10107044;0
10107104;0
10107203;0
10107302;0
10107408;0
10107544;0
10107605;0
10107701;0
10107804;0
10107903;0
10108002;0
10108108;0
10108244;0
10108305;0
10108401;0
10108504;0
10108603;0
10108702;0
10108808;0
10108944;0
10109005;0
10109101;0
10109204;0
1520401;0
1520501;0
1520601;0
1520801;0
1520901;0
1521201;0
1521401;0
15109349;0
15109401;0
15109549;0
15109601;0
1037007;0
1037057;0
1037034;14
1037009;0
1037005;0
1037011;0
1037036;0
1037006;36
1037008;0
10109744;0
10109844;0
15109903;0
15110003;0
15110103;0
15110203;0
15110303;0
15110403;0
15110503;0
15110603;0
15110703;0
15110803;0
15110903;0
15111003;0
15111103;0
15111203;0
15111303;0
15111403;0
15111503;0
15111603;0
15111703;0
15111803;0
15111903;0
15112003;0
15112103;0
1033401;50
1033404;16
1033402;99
1033405;30
1033408;17
1033436;0
1033434;15
1033410;0
1033409;0
1033444;0
10112226;0
10112326;0
1027144;0
1037836;0
1037834;0
1037809;0
1037810;0
1033403;0
1122546;0
1111946;0
1111908;0
1113908;0
16112401;0
13112502;0
13112602;0
13112702;0
11112846;0
11112946;0
11113046;0
1115708;0
1111808;0
10113145;0
15113255;0
11113304;0
11113455;0
11113504;0
11113655;0
11113704;0
11113808;0
11113904;0
11114002;1
11114102;0
11114202;0
11114302;0
11114402;0
11114502;0
11114602;0
11114702;0
16114802;0
16114932;0
16115035;0
16115132;0
16115231;0
16115335;0
16115432;0
16115531;0
16115635;0
16115732;0
16115831;0
16115935;0
13116032;0
13116131;0
13116235;0
13116332;0
13116431;0
13116535;0
13116632;0
13116731;0
13116835;0
15116901;0
15117001;0
15117101;0
15117232;0
15117331;0
15117401;0
15117532;0
15117631;0
15117701;0
15117832;0
15117931;0
15118001;0
15118101;0
15118201;0
1126646;0
10118310;0
10118409;0
10118534;0
10118636;0
13118745;0
11118846;0
11118945;0
11119046;0
11119146;0
11119246;0
11119346;1
11119446;1
1511330;0
10119548;0
10119601;0
10119748;0
10119801;0
10119948;65
10120001;0
10120101;0
10120202;0
10120303;0
10120404;0
10120505;0
10120608;0
10120736;0
10120810;0
10120909;0
10121034;0
10121144;0
10121201;0
10121302;0
10121403;0
10121504;0
10121605;0
10121708;0
10121844;0
10121910;0
10122034;0
10122136;0
10122209;0
10122301;0
10122402;0
10122503;0
10122604;0
10122708;0
10122805;0
10122944;0
10123010;0
10123134;0
10123236;27
10123309;0
1029901;0
1029902;0
1029904;0
15123402;0
15123502;0
15123602;0
15123702;0
15123802;0
15123902;0
15124002;0
15124102;0
15124202;0
15124302;0
15124402;0
15124502;0
15124602;0
15124702;0
15124802;0
15124902;0
10125002;0
10125101;0
10125203;0
10125344;0
10125404;0
10125508;0
10125605;0
10125709;0
10125810;0
10125934;0
10126036;0
10126101;0
17126202;0
17126304;0
17126403;0
17126505;0
17126608;0
11126704;0
13126845;0
13126945;0
15127002;0
15127102;0
15127202;0
15127302;0
15127402;0
15127502;0
15127602;0
15127702;0
15127802;0
15127902;0
11128002;0
13128145;0
13128232;0
13128331;0
13128434;0
13128534;0
13128634;0
10128702;0
10128801;12
10128904;0
10129009;0
10129134;0
11249601;0
10129371;100
10129470;32
10129508;78
10129605;0
10129749;15
10129870;0
10129901;100
10130071;100
10130105;0
20130202;0
20130308;0
20130401;0
16130501;0
10130605;0
10130701;0
10130805;0
10130902;0
19131001;0
19131104;0
19131208;0
19131302;0
19131405;0
19131503;0
11131646;10
11131746;13
11131840;100
11131901;100
11132002;0
11132108;0
11132240;0
11132301;0
11132402;0
11132508;0
11132640;7
11132701;0
11132802;0
11132908;0
10133068;0
10133102;0
10133202;0
10133302;0
10133402;0
10133503;0
10133622;0
10133772;0
15133802;0
13133903;0
10134044;0
10134144;0
10134244;0
10134344;0
11134446;0
10134501;0
10134602;0
10134704;0
10134808;0
10134901;0
10135002;0
10135104;0
10135208;0
10135305;0
10135402;0
10135501;0
10135603;0
10135744;0
10135804;0
10135908;0
10136005;0
10136134;0
10136210;0
10136309;0
10136436;0
15136503;0
15136627;0
15136702;0
15136801;0
15136928;0
15137026;0
15137105;0
15137203;0
15137302;0
15137403;0
15137527;0
15137602;0
15137701;0
15137828;0
15137926;0
15138005;0
15138103;0
15138227;0
15138302;0
15138401;0
15138528;0
15138626;0
15138705;0
15138803;0
15138927;0
15139002;0
15139128;0
15139226;0
15139303;0
15139427;0
15139502;0
15139628;0
15139726;0
19139836;0
19139934;0
19140005;0
19140107;0
19140201;0
11140308;0
15140402;0
10140510;0
10140634;47
10140736;0
10140809;0
11140903;0
11141003;0
11141103;0
11141203;0
11141303;0
11141403;0
11141503;0
11141603;0
11141703;0
11141803;0
11141903;0
11142003;0
11142103;0
11142203;0
11142303;0
11142403;0
11142503;0
11142603;0
11142703;0
11142803;0
11142903;0
11143003;0
11143103;0
11143203;0
11143303;0
11143403;0
11143503;0
11143603;0
11143703;0
11143803;0
11143903;0
11144003;0
11144103;0
11144203;0
11144303;100
11144403;100
11144503;100
10144604;0
10144702;0
10144809;0
10144901;0
10145042;0
10145105;0
10145202;0
10145342;0
10145402;0
15501204;0
10145509;0
10145601;0
10145742;0
10145805;0
10145902;0
10146042;0
10146102;0
10146209;74
10146301;30
10146442;100
10146505;0
10146602;0
10146742;0
20146802;0
20146902;0
17147008;0
17147156;0
17147209;0
17147336;0
17147408;0
17147556;0
17147609;0
17147736;0
17147808;0
17147956;0
17148009;0
17148136;0
17148208;0
17148356;0
17148409;0
17148536;0
17148608;0
17148756;0
17148809;0
17148936;0
17149008;0
17149156;0
15149526;0
15149403;0
15149626;0
15149703;0
15149803;0
15150226;0
15150302;0
15150402;0
15150502;0
15150602;0
15150702;0
15150802;0
15150902;0
15151002;0
15151102;0
15151202;0
15151326;0
16151426;0
16151505;0
16151610;0
16151701;0
16151807;0
16151934;0
19152034;0
19152105;100
19152210;71
19152301;100
19152408;100
11152546;0
11152646;0
11152746;0
11152846;0
11152946;0
14153001;0
14153101;0
11153204;0
11153303;0
11153404;0
11153501;0
16153601;0
16153701;0
16153801;0
11153908;0
10154045;0
10154145;0
10154211;19
13155303;0
13155404;0
13155502;0
13155605;0
11155739;0
20155902;0
15156028;0
19156101;0
19156234;0
19156305;0
19156410;0
19156508;0
11156602;0
10186436;0
10186244;0
15157026;0
15157102;0
15157245;0
15157302;0
15157401;0
13157535;0
13157635;46
11158808;0
10158902;0
10159001;0
10159103;0
10159244;0
10159304;0
10159408;0
10159505;0
10159634;0
10159710;0
10159809;0
10159936;0
17160101;0
17160202;0
17160304;0
17160403;0
17160505;0
11160608;0
13160834;0
19160901;0
10161002;0
10161101;0
10161204;0
10161308;0
10161458;0
10161505;0
10161603;0
10161744;0
10161810;0
10161934;0
10162009;0
10162136;0
10162202;0
10162301;0
10162402;0
10162501;0
10162604;0
10162708;0
10162858;0
10162905;0
10163003;0
10163144;0
1024601;0
11163246;14
11163344;0
10163411;0
10163502;0
15163602;0
15163702;0
15163802;0
15163902;0
15164002;0
15164102;0
11164240;0
11164301;0
11164402;0
10164502;0
10164602;0
16164738;12
16164842;0
16164900;0
16165000;0
16165102;0
16165200;0
16165301;0
20165402;0
20165501;0
22533504;0
11165608;0
11165740;0
11165846;0
11165946;0
11166040;0
11166140;0
14166201;100
11166346;0
11166439;0
15166502;0
15166602;0
15166832;0
15166931;0
15167032;0
15167135;0
13167235;0
13167335;100
1510327;0
1510329;0
16167469;0
20167501;0
10167764;0
10167623;0
10167814;0
15193031;0
10168201;0
10168302;0
20168472;0
10168575;0
16168601;63
11168746;0
11168808;0
11168908;0
11169046;0
10169110;0
10169304;0
10169944;0
10169536;0
10169203;0
10169405;0
10169808;0
10169609;0
11170046;0
11170146;0
11170246;0
11170346;0
11170446;0
11170546;0
11170646;0
11170746;0
11170846;0
10170936;0
10171009;0
10171134;0
10171210;0
16171401;0
16171302;0
311962;0
15173260;0
15173344;0
11173435;88
11173532;47
11173631;0
11173735;100
11173832;100
11173931;100
11174035;0
11174132;0
11174231;0
11174335;100
11174432;100
11174531;100
11174635;100
11174732;100
11174831;100
11174935;100
11175032;93
11175131;21
11175235;100
11175332;100
11175431;100
11175535;59
11175632;0
11175731;0
11175835;100
11175932;0
11176031;36
11176135;100
11176232;100
11176331;88
11176435;0
11176532;0
11176631;0
11176735;0
11176832;0
11176931;0
11177035;98
11177132;80
11177231;48
11177335;0
11177432;0
11177531;0
11177635;0
11177732;0
11177831;0
11177935;0
11178032;0
11178131;0
11178235;0
11178332;0
11178431;0
11178535;0
11178632;0
11178731;0
11178835;0
11178932;0
11179031;0
11179135;0
11179232;0
11179331;0
11179435;0
11179532;0
11179631;0
11179735;100
15179849;0
15179949;0
15180049;0
15180149;0
15180249;0
15180349;0
15180449;0
15180549;0
15180649;0
15180749;0
15180849;0
15180949;0
15181049;0
15181149;0
15181249;0
15181349;0
15181449;0
10185542;94
10185434;100
10184009;26
10183934;100
10185354;0
10185134;13
20182133;0
10185254;0
15184901;64
10184455;52
15184756;0
10183409;0
20182202;0
20182302;0
10182809;0
20182043;0
10183701;100
15184502;0
15181626;0
10183134;0
10184102;73
15185056;83
15181901;0
15181702;0
15184601;0
10183856;100
10183308;0
10182402;37
10182534;0
10184303;17
10182902;63
10183608;100
15181802;0
15184802;100
10183502;56
10184201;62
10183001;0
15181501;0
10185656;0
10185708;0
10185801;0
16185900;0
16186001;0
16186100;0
10186534;0
10186610;0
10186709;0
10186808;100
20186933;0
20187043;0
15187122;0
15187202;0
15187301;0
15187457;0
15187576;0
15187602;0
15187701;0
15187857;0
15187976;0
15188002;0
15188101;0
15188277;0
15188302;0
15188402;0
15188501;0
15188676;0
10188719;0
19188801;0
19188903;0
19189002;0
19189106;0
10189202;0
10189301;0
10189408;0
10189504;0
10189603;0
10189744;0
10189805;0
10189910;0
10190034;0
10190109;0
10190236;0
10190302;0
10190401;0
10190504;0
10190608;0
10190702;0
10190808;0
10190908;0
10191008;0
10191108;0
10191208;0
10191302;0
10191402;0
15191526;0
15191630;0
15191726;0
15191826;0
15191901;0
15192003;0
11192201;96
11192101;0
11192302;0
11192401;0
11192502;0
11192601;0
11192702;0
11192801;0
18192923;0
15193131;0
16194405;0
16194505;0
16194001;0
16193802;0
16193901;0
16193410;0
16193310;0
16194205;0
16194101;0
16193510;0
16194642;0
16193242;0
16193702;0
16193602;0
10194744;0
15194969;0
15247002;0
15246901;0
13195402;80
13195502;0
13195602;0
13195702;100
13195802;0
10195901;0
10196003;0
10196104;0
10196202;0
10196301;0
10196402;0
13196501;0
13196602;0
10196907;0
10197001;42
15197102;0
10197201;0
10197302;0
10197409;0
10197534;0
10197601;0
10197702;0
10197809;0
10197934;0
10198001;29
10198102;0
10198209;0
10198334;14
10198449;100
10198571;100
10198670;52
10198701;100
10198801;0
10198902;0
10199008;0
10199104;0
10199244;0
10199303;0
10199410;0
10199534;0
10199636;0
10199709;0
10199805;0
10199901;0
10200002;0
10200108;0
10200204;0
10200344;0
10200403;0
10200510;0
10200634;0
10200736;0
10200809;0
10200905;0
20201002;0
20201148;0
20201201;0
10201302;0
16201400;0
15201526;0
15201602;0
15201727;0
15201828;0
10201905;0
10202003;0
10202104;0
10202205;0
10202308;0
10202458;0
10202544;0
10202610;0
10202736;0
10202809;0
10202934;0
10203114;0
10203224;0
10203308;0
10203404;0
10203514;0
10203624;0
10203708;0
10203804;0
10203972;0
10204073;0
10204102;0
10204203;0
10204334;0
10204409;0
10204510;0
10204636;0
10204702;0
10204804;0
10204903;0
10205008;0
10205156;0
10205236;0
10205310;0
10205402;0
10205504;0
10205603;0
10205708;0
10205856;0
10205936;0
10206010;0
10206102;0
10206204;0
10206303;0
10206408;0
10206556;0
10206636;0
10206710;0
10206802;0
10206904;0
10207003;0
10207108;0
10207256;0
10207336;0
10207410;0
10207502;0
10207604;0
10207703;0
10207808;0
10207956;0
10208036;0
10208110;0
10208202;0
10208304;0
10208403;0
10208508;0
10208656;0
10208736;0
10208810;0
10208902;0
10209004;0
10209103;0
10209208;0
10209356;0
10209436;0
10209510;0
10209602;0
10209704;0
10209803;0
10209908;0
10210056;0
10210136;0
10210210;0
10210302;0
10210404;0
10210503;0
10210608;0
10210756;0
10210836;0
10210910;0
10211023;0
10211126;0
13211301;0
19211410;0
15211502;11
15211602;35
11211701;0
11211801;0
17211910;0
17212036;0
17212111;0
11212204;0
11212302;0
11212401;0
10212502;0
10212602;0
10212702;0
10212802;0
10212905;0
10213010;0
10213136;0
10213234;0
10213309;0
10213401;0
14213501;100
11213626;0
11213726;0
11213826;0
11213926;0
11214026;0
11214126;0
11214226;0
11214326;0
11214426;0
11214526;0
15214626;0
15214726;0
11214826;0
11214926;0
11215026;0
15215126;0
15215226;0
15215326;0
15215426;0
15215526;0
15215626;0
15215726;0
15215826;0
10215903;0
10216027;0
15216102;0
15216201;0
15216328;0
15216426;0
15216505;0
15217028;0
15217202;0
15217469;0
13217532;0
13217631;0
10217707;0
15217802;0
15217902;0
15218002;0
15218102;0
10218201;0
10218302;0
10218408;0
10218504;0
10218603;0
10218744;0
10218805;0
10218910;0
10219034;0
10219136;0
10219209;0
10219301;0
10219402;0
10219508;0
10219604;0
10219703;0
10219844;0
10219905;0
10220010;0
10220134;0
10220236;0
10220309;0
10220401;0
10220502;0
10220608;0
10220704;0
10220803;0
10220944;0
10221005;0
10221110;0
10221234;0
10221336;0
10221409;0
11221635;4
11221704;16
11221804;23
15221931;0
15222226;0
15222301;0
15222402;0
15222528;0
15222601;0
10222702;0
10222801;0
10222903;0
10223004;0
10223108;0
10223205;0
10223344;0
10223436;0
10223509;0
10223634;0
10223710;0
11223846;82
15223929;0
15224029;0
16224101;0
16224201;0
11224301;0
11224402;0
11224540;100
11224639;34
11224708;0
11224840;3
11224902;24
11225001;0
11225108;0
11225239;9
15225303;0
15225405;0
15225528;0
15225626;0
15225701;0
15225802;0
15225927;0
11226045;0
11226145;0
11226203;12
11226308;0
11226402;0
11226501;0
15226603;0
10226701;0
10226802;0
10226904;0
10227008;0
10227103;0
10227244;0
10227305;0
10227410;0
10227534;0
10227636;0
10227709;0
10227802;0
10227904;0
10228008;0
10228156;0
10228203;0
10228310;0
10228436;0
20228502;0
11230501;0
11230301;0
11230401;0
10230812;0
11230701;0
11230601;0
10230913;0
11230201;0
11231040;0
11231140;0
11231202;0
11231339;0
11231408;0
11231501;0
11231640;0
11231701;0
11231802;0
11231939;0
11232008;0
11232140;0
11232202;0
11232301;0
11232439;0
11232508;0
11232640;0
11232739;0
11232802;0
11232908;0
11233040;0
11233102;0
11233239;0
11233308;0
10233440;0
11233502;0
11233639;0
11233708;0
11233840;0
11233902;0
11234039;0
11234101;0
11234208;0
11234340;0
11234402;0
11234539;0
11234608;0
11234739;0
11234840;0
11234908;0
11235040;0
11235102;1
11235201;1
11235308;0
11235439;0
11235540;0
11235602;1
11235739;0
11235808;0
11235901;1
11236040;7
11236102;0
11236201;0
11236308;0
11236439;0
11236540;0
11236602;0
11236701;0
11236839;1
11236908;0
11237040;1
11237102;0
11237201;0
11237339;0
11237408;0
11237540;0
11237602;0
11237701;0
11237839;0
11237908;0
11238046;0
11238146;0
11238246;0
11238346;0
11238446;0
11238546;0
11238646;0
11238746;0
11239608;0
11238808;0
11238903;0
11239001;0
11239102;0
11239201;0
11239308;0
11239402;0
11239540;0
11239702;0
11239801;0
11239940;0
11240001;0
11240102;0
11240208;0
11240340;0
11240401;0
11240502;0
11240608;0
11240740;0
11240846;0
11241346;0
11241046;0
11241146;0
11241246;0
11240946;0
11241446;0
11241546;0
11241646;0
11241946;0
11241746;0
11241846;0
13242035;72
10242249;0
10242378;0
10242480;0
11242540;0
10242610;0
10242734;0
10242809;0
10242936;0
10243044;0
10243105;0
10243203;0
11243346;11
11243440;0
11243501;0
11243639;0
11243702;0
11243840;0
11243902;0
11244001;0
11244139;0
11244202;0
11244340;0
11244401;0
11244539;0
11244602;0
11244740;0
11244801;0
11244939;0
11245002;0
11245140;0
11245201;0
11245339;0
11245408;0
11245508;0
11245608;0
11245708;0
11245808;0
11245908;0
21246669;0
21246769;0
10246857;0
13247135;0
13247235;0
11247346;0
11247545;0
11247640;0
11247702;0
11247801;0
11247940;0
11248002;0
11248101;0
11248240;0
11248302;0
11248401;0
11248540;0
11248602;0
11248701;0
11248840;0
11248902;0
11249001;0
11249146;0
11249246;0
11249302;0
11249402;0
11249546;0
10249703;0
10249808;0
10249904;0
10250005;0
10250134;0
10250236;0
10250309;0
10250410;0
10250544;0
10250748;0
10250878;0
11250946;0
11251046;0
11251146;0
11251246;0
10251323;0
11251446;0
11251546;0
11251646;0
11251746;0
11251846;0
11251946;0
11252046;40
11252146;39
15252202;0
15252302;0
15252402;0
15252502;0
15252602;0
15252702;0
15252802;0
19252902;0
19253004;0
19253103;0
19253202;0
13253335;0
13253435;0
19253503;100
19253604;89
11253745;0
11253805;0
11253981;0
15254135;0
11254202;0
11254302;0
11254402;0
11254502;0
11254602;0
10254701;0
10254802;0
10254934;0
10255011;0
16255101;0
16255201;0
16255302;0
16255434;0
16255507;0
16255610;0
16255703;0
16255808;0
16255957;0
16256009;0
16256136;0
16256205;0
16256302;0
16256434;0
16256507;0
16256610;0
16256703;0
16256808;0
16256957;0
16257009;0
16257136;0
16257205;0
11258040;3
11258101;0
11258202;0
11258308;0
11258440;0
11258501;0
11258602;0
11258708;0
11258840;0
11258901;0
11259002;0
11259108;0
11259208;0
11259340;0
11259440;0
11259501;0
11259602;0
11259708;0
16259882;0
16259983;0
16260082;0
16260183;0
13260242;100
13260335;0
13260435;13
13260535;0
13260635;0
13260735;0
13260835;0
10260902;0
10261001;0
10261101;0
10261202;0
20261333;0
20261443;0
20261502;0
17261611;0
17261734;0
11261804;0
11261908;0
11262004;0
11262108;0
11262204;0
11262308;0
11262404;0
11262508;0
11262604;0
11262708;0
20262831;0
20262931;0
20263026;0
20263126;0
20263226;0
16263401;0
19263501;0
19263610;92
19263734;100
19263809;0
19263957;0
19264002;0
19264107;0
16264401;0
16264305;0
11264503;0
11264603;0
11264703;0
11264803;0
11264903;0
11265003;0
11265103;0
11265203;0
11265303;0
11265403;0
11265503;0
11265603;0
11265703;0
11265803;0
11265903;0
11266003;0
11266103;0
11266203;0
11266303;0
11266403;100
11266545;83
10266602;0
10266704;0
10266803;0
10266908;0
10267056;0
10267136;0
10267210;0
10267302;0
10267404;0
10267503;0
10267608;0
10267756;0
10267836;0
10267910;0
10268045;0
11268146;0
11268246;0
11268346;0
11268446;0
10268502;0
10268604;0
10268703;0
10268808;0
10268956;0
10269036;0
10269110;0
10269202;0
10269304;0
10269403;0
10269508;0
10269656;0
10269736;0
10269810;0
10269902;0
10270004;0
10270103;0
10270208;0
10270356;0
10270436;0
10270510;0
11270746;0
11270846;0
11270946;0
11271046;0
11271145;0
11271246;0
11271346;0
11271445;0
11271505;0
11271681;0
10271749;0
18271849;0
18271949;0
16272042;0
11272103;0
19272201;0
19272302;0
19272404;0
19272501;0
19272602;0
19272704;0
19272801;0
19272902;0
19273004;0
19273101;0
19273202;0
19273304;0
19273401;0
19273502;0
19273604;0
19273704;0
19273802;0
19273904;0
16274084;0
16274184;0
16274284;0
16274384;0
16274484;0
16274535;0
16274631;0
16274732;0
16274835;11
16274931;23
16275032;7
16275235;0
16275331;0
16275432;0
15275502;25
15275660;0
15275702;100
15275960;60
11276001;0
11276101;0
11276201;0
11276301;0
11276401;0
11276501;0
11276601;0
11276701;0
11276801;0
11276901;0
11277001;0
11277101;0
10277202;0
10277301;0
10277402;0
10277501;0
10277608;0
10277704;0
10277803;0
10277944;0
10278001;0
10278102;0
10278208;0
10278304;0
10278403;0
10278544;0
10278605;0
10278710;0
10278834;0
10278936;0
10279009;0
10279101;0
10279202;0
11279334;0
11279401;0
11279509;0
11279602;0
11279734;0
11279801;0
11279909;0
11280002;0
10280405;40
11280646;0
11280746;0
11280546;0
13280101;100
11280202;0
11280301;0
11281001;0
11281102;0
11281256;0
15281359;0
15281401;0
15281502;0
15281659;0
15281701;0
15281802;0
15281959;0
15282001;0
13282135;0
13282235;0
11282345;0
11282405;0
11282581;33
11282645;0
11282705;0
11282881;0
11282945;0
11283005;0
11283181;0
11283245;13
11283305;0
11283481;0
11283545;0
11283605;0
11283781;0
10283945;0
11284005;0
11284181;0
11284381;0
15284435;0
15284502;0
10287401;0
15284703;0
15284801;0
15284926;0
11285045;0
11285105;0
11285281;9
16285332;0
16285431;0
16285535;0
16285632;0
16285731;0
16285835;0
16285932;0
16286031;0
16286135;0
16286232;0
16286331;0
16286435;0
16286532;0
16286631;0
16286735;0
16286832;0
16286931;0
16287035;0
11287145;0
11287205;0
11287381;6
10287570;0
10287604;0
10287772;0
10287810;0
10287956;0
10288009;0
11288145;0
11288205;0
11288381;6
11288445;0
11288505;0
11288681;10
10288702;0
10288801;0
10288908;0
10289002;0
10289101;0
10289204;0
10289308;0
10289403;0
10289544;0
10289605;0
10289734;0
10289810;0
10289936;0
10290009;0
10290101;0
11290246;0
11290346;0
11290446;0
11290539;0
11290639;0
11290739;0
11290839;1
11290939;0
15291002;0
15291102;0
15291202;0
15291302;0
15291402;0
15291502;0
15291602;0
15291702;0
15291802;0
15291902;0
15292002;0
13292135;0
22292204;0
22292301;0
22292403;0
305507;0
305508;0
11292801;0
11292902;0
11293034;0
11293109;0
11293246;0
13293335;0
15293402;0
11293501;21
11293670;16
11293771;76
11293802;9
11293940;0
16294069;0
10294101;0
10294204;0
10294308;0
10294402;0
10294503;0
10294644;0
10294705;0
10294834;0
10294910;0
10295036;0
10295109;0
10295202;0
10295301;0
11295446;0
11295546;0
11295646;0
11295746;0
11295846;0
11295946;0
11296046;0
15296101;0
15296208;0
15296326;0
15296405;0
11296546;0
11296646;0
10296705;0
15296808;0
15296905;0
15297008;0
11297185;100
11297285;100
11297385;100
11297485;74
11297585;59
11297685;16
11297785;0
11297885;0
15297902;59
15298001;0
13298135;48
13298231;0
15298302;0
15298402;0
15298502;0
15298631;0
15298731;0
15298802;0
15298902;0
15299002;0
15299131;0
11299201;68
11299301;17
11299401;13
11299534;0
15299626;0
15299726;0
15299826;0
15299926;0
15300026;0
15300126;0
15300226;0
15300326;0
15300426;0
15300526;0
15300626;0
15300726;0
15300826;0
15300926;0
15301026;0
15301126;0
15301226;0
15301326;0
15301426;0
15301526;0
15301626;0
15301726;0
15301826;0
15301926;0
11302034;0
11302157;0
11302246;0
11302334;0
11302457;0
11302534;0
11302657;0
11302734;0
11302857;0
11302946;0
15303008;0
15303105;0
15303205;0
15303308;0
15303405;0
15303508;0
15303605;0
15303708;0
15303826;0
15303905;0
15304008;0
15304108;0
15304205;0
15304329;0
15304405;0
15304508;0
15304630;0
15304702;0
15304802;0
15304905;0
15305008;0
15305126;0
15305230;0
15305327;0
15305402;0
15305529;0
15305608;0
15305705;0
15305801;0
15305926;0
15306026;0
15306103;0
15306203;0
15306302;0
15306484;0
15306502;0
15306602;0
15306729;0
15306808;0
15306905;0
15307001;0
15307126;0
15307202;0
15307329;0
15307408;0
15307505;0
15307601;0
15307726;0
10307802;0
15308101;0
15308205;0
15308308;0
15308426;0
15308502;0
15308626;0
15308726;0
15308826;0
15308926;0
11309084;0
11309135;0
11309232;0
11309331;0
11309435;100
11309532;100
11309631;100
11309735;100
11309832;100
11309931;100
11310035;0
11310132;0
11310231;0
11310335;0
11310432;0
11310531;0
11310635;0
11310732;0
11310831;0
11310935;0
11311032;0
11311131;0
11311235;0
11311332;0
11311431;0
11311503;0
11311603;0
11311703;0
11311803;0
11311902;0
11312056;0
11312102;0
11312256;0
11312302;0
11312456;0
11312502;0
11312656;0
21312701;0
21312801;100
11312903;0
11313002;0
11313156;0
11313203;0
11313302;0
11313456;0
11313803;0
11313902;0
11314056;0
11314102;0
11314203;0
11314356;0
11314403;0
11314502;0
11314656;0
11314703;0
11314802;9
11314956;0
11315003;0
11315102;0
11315256;0
11315303;0
11315402;0
11315556;0
11315603;0
11315702;26
11315856;9
11315903;100
11316002;72
11316156;100
11316203;0
11316302;0
11316456;0
11316510;0
11316605;0
11316710;0
11316805;0
11316910;0
11317005;0
11317134;0
11317234;0
11317334;0
15317502;0
15317602;0
15317802;0
10317915;0
10318050;0
10318186;0
10318223;0
10318353;0
10318487;0
10318564;0
10318691;0
10318751;0
10318890;0
10318988;0
10319038;0
10319115;0
10319250;0
10319386;0
10319423;0
10319553;0
