320223;0
320224;0
320225;0
320226;0
320227;0
320237;0
320231;0
320232;0
320233;0
320234;0
320235;0
320239;19
320240;24
320241;0
320242;0
320243;24
320244;19
320245;19
320246;0
320247;0
320248;24
320249;19
320250;19
320251;0
320677;100
320409;100
321342;100
320253;0
320254;0
320255;0
320256;0
320257;0
320258;0
320259;0
320260;0
320261;0
320262;0
320263;0
320264;0
320265;0
320266;0
320267;0
320338;40
320269;70
320270;65
320271;53
320272;37
320273;6
320274;7
320275;0
320276;20
320277;0
320278;0
320279;45
320280;45
320281;0
320282;0
320283;20
320284;0
320285;7
320286;6
320287;37
320288;53
320289;65
320290;70
320291;45
320292;0
320293;0
320294;20
320295;0
320296;7
320297;6
320298;37
320299;53
320300;65
320301;70
320825;0
320307;0
320308;0
320309;0
320310;0
320311;0
320312;6
320313;0
320314;0
320315;0
320316;0
320317;0
320318;13
320319;0
320320;0
320321;0
321341;100
320323;100
320324;100
320325;100
320326;100
320327;100
320328;95
320332;0
320333;0
320334;0
320335;0
320336;0
320419;0
320339;100
320340;0
320341;100
320342;100
320343;15
320344;0
320345;100
320346;40
320347;68
320348;0
320349;68
320350;68
320351;15
320352;0
320353;68
320354;40
320355;100
320356;0
320357;100
320358;15
320359;100
320360;0
320361;100
320362;34
320363;34
320364;0
320365;34
320366;15
320367;34
320368;0
320369;34
320370;40
320371;100
320372;0
320373;100
320374;100
320375;15
320376;0
320377;100
320378;0
320379;0
320380;0
320381;0
320382;0
320383;0
320384;0
320385;0
320386;40
320387;100
320388;0
320389;100
320390;100
320391;15
320392;0
320393;100
320412;100
320606;6
321015;0
320527;16
321345;100
320410;100
321195;0
320395;100
320396;89
320397;29
320398;0
320399;18
320400;16
320401;21
320402;0
320961;0
320693;0
320822;0
320420;0
320411;33
320408;100
320407;100
320414;92
320413;43
320416;100
320421;0
320422;0
320423;0
320424;0
320425;0
320426;0
320427;0
320428;0
320429;0
320430;0
320433;59
320434;12
320435;13
320436;75
320437;44
320438;0
320439;24
321257;0
320441;68
320498;74
320442;25
320443;63
320444;42
320445;18
320446;7
320447;0
320448;35
320449;71
320450;25
320451;63
320452;42
320453;18
320454;7
320455;0
320456;35
320457;71
320458;25
320459;63
320460;42
320461;18
320462;7
320463;0
320464;35
320465;34
320466;25
320467;34
320468;34
320469;18
320470;7
320471;0
320472;34
320473;71
320474;25
320475;63
320476;42
320477;18
320478;7
320479;0
320480;35
320481;71
320482;25
320483;63
320484;42
320485;18
320486;7
320487;0
320488;35
320489;0
320490;0
320491;0
320492;0
320493;0
320494;0
320495;0
320496;0
320771;0
320514;0
320499;13
320500;31
320501;58
320502;0
320503;74
320504;13
320505;31
320506;58
320507;0
320508;0
320509;0
320510;0
320511;0
320512;0
320530;7
320515;0
320517;38
320518;30
320520;100
320521;100
320523;100
320526;100
320968;20
320531;72
320532;9
320533;36
320534;0
320535;0
320536;0
320537;0
320538;54
320540;0
320542;66
320543;46
320544;10
320545;0
320546;0
320547;0
320549;49
320550;14
320551;12
320552;14
320553;0
320554;66
320555;14
320556;15
320557;24
320558;47
320559;42
320560;68
320561;47
320562;31
320564;0
320565;0
320566;14
320567;17
320568;7
320569;10
320570;18
320571;0
320572;0
320573;14
320574;17
320575;7
320576;10
320577;18
320578;0
320579;0
320581;0
320582;0
320583;0
320584;0
320585;0
320587;0
320588;0
320589;0
320590;0
320591;0
320592;0
320593;54
320594;43
320595;0
320596;78
320597;42
320598;100
320599;54
320600;43
320601;0
320602;78
320603;42
320604;100
320607;22
320608;0
320609;11
320610;13
320611;27
320612;35
320613;15
320614;0
320615;0
320616;0
320617;68
320618;12
320620;71
320621;25
320622;63
320623;42
320624;18
320625;7
320626;0
320627;35
320628;0
320629;0
320630;0
320631;0
320632;0
320633;0
320634;0
320635;0
320636;71
320637;25
320638;63
320639;42
320640;18
320641;7
320642;0
320643;35
320644;52
320645;25
320646;52
320647;42
320648;18
320649;7
320650;0
320651;35
320652;0
320653;0
320654;0
320655;0
320656;0
320657;0
320658;0
320659;0
320660;71
320661;25
320662;63
320663;42
320664;18
320665;7
320666;0
320667;35
320668;45
320669;25
320670;45
320671;42
320672;18
320673;7
320674;0
320675;35
320679;70
320678;100
320692;0
320680;100
320681;100
320682;100
320699;11
320683;0
320685;100
320686;0
320687;18
320688;96
320689;21
320690;90
320694;0
320695;0
320696;0
320697;0
320700;0
320702;75
320703;30
320704;0
320705;34
320707;100
320709;0
320710;0
320711;0
321093;0
320713;100
320714;100
320717;74
320715;0
320718;100
320719;32
320720;34
320721;62
320722;0
320723;38
320724;13
320725;53
320726;69
320727;100
320728;100
320729;0
320730;100
320731;6
320732;0
320734;100
320805;0
320735;100
320757;0
320760;7
320761;0
320763;0
320764;0
320772;0
320773;0
320775;35
320776;0
320777;0
320778;0
320779;0
320780;0
320781;0
320782;0
320783;0
320784;0
320785;0
320786;0
320797;0
320788;100
320789;100
320790;100
320791;86
320792;100
320793;100
320796;0
320795;0
320798;0
320799;6
320800;65
320801;12
321343;100
320820;100
320819;100
320818;100
320804;0
320972;38
320823;100
320824;0
320826;77
320827;21
320829;100
320831;0
320832;0
320833;0
320834;0
320835;0
320836;0
320837;0
320838;0
320839;0
320840;14
320841;0
320842;0
320843;0
320844;10
320845;0
320846;0
320847;0
320848;0
320849;0
320850;0
320851;0
320976;0
320852;0
320853;0
320854;0
320857;23
320858;16
320859;0
320860;12
320861;0
320862;0
320863;0
320864;0
320865;0
320866;0
320867;0
320868;0
320869;0
320871;20
320872;0
320873;0
320874;26
320875;63
320876;48
320878;0
320879;0
320880;0
320881;0
320882;0
320883;0
320884;0
320885;0
320886;0
320887;0
320888;0
320889;0
320892;100
320893;100
320894;50
320895;40
320896;100
320897;63
320898;100
320899;100
320900;100
320901;50
320902;40
320903;100
320904;63
320905;100
320906;100
320907;100
320908;50
320909;40
320910;100
320911;63
320912;40
320913;100
320914;0
320915;100
320916;100
320917;15
320918;0
320919;100
320920;40
320921;89
320922;0
320923;89
320924;89
320925;15
320926;0
320927;89
320928;0
320929;0
320930;0
320931;0
320932;0
320933;0
320934;0
320935;0
320936;40
320937;52
320938;0
320939;52
320940;15
320941;52
320942;0
320943;52
320944;40
320945;72
320946;0
320947;72
320948;72
320949;15
320950;0
320951;72
320952;45
320953;0
320954;15
320955;45
320956;45
320957;0
320958;45
320959;40
320960;0
320962;0
320963;0
320964;0
320965;0
320966;0
320967;0
321095;0
321090;0
321092;0
321091;0
320975;0
321014;0
320974;0
320977;0
320978;0
320979;0
320981;0
320982;0
320983;0
321079;89
320992;0
320993;0
320994;0
320995;0
320996;0
320997;0
320998;0
320999;0
321000;0
321001;0
321003;0
321004;0
321007;19
321008;40
321009;19
321010;40
321011;19
321012;40
321013;19
321020;0
321019;0
321188;45
321021;0
321022;0
321023;0
321024;0
321025;0
321026;0
321027;0
321028;0
321029;0
321031;0
321032;0
321033;0
321034;0
321035;0
321036;0
321037;0
321038;0
321039;0
321040;0
321041;0
321043;0
321044;0
321045;0
321046;0
321047;0
321048;0
321049;0
321050;0
321051;0
321052;0
321053;0
321055;0
321056;0
321057;0
321058;0
321059;0
321060;0
321061;0
321062;0
321063;0
321064;0
321065;0
321067;0
321068;0
321069;0
321070;0
321071;0
321072;0
321073;0
321074;0
321075;0
321076;0
321077;0
321081;6
321086;0
321087;0
321098;0
321099;0
321181;0
321132;0
321238;0
321182;0
321125;0
321126;0
321127;0
321128;0
321129;0
321130;0
321134;100
321135;100
321159;0
321160;0
321161;0
321162;0
321163;0
321164;0
321165;0
321166;0
321167;0
321168;0
321169;0
321170;0
321171;0
321172;0
321173;0
321174;0
321175;0
321176;0
321177;0
321178;0
321179;0
321183;0
321184;0
321185;0
321186;0
321189;44
321190;0
321203;0
321199;18
321197;91
321201;18
321204;0
321206;0
321209;0
321210;0
321212;0
321214;0
321217;0
321216;0
321219;0
321220;0
321222;0
321223;0
321225;0
321226;0
321228;0
321229;0
321230;0
321231;0
321232;0
321233;0
321234;0
321236;0
321239;0
321240;0
321241;0
321242;0
321243;0
321244;0
321246;0
321247;0
321248;0
321249;0
321250;0
321251;0
321252;0
321254;0
321255;0
321258;0
321260;0
321261;0
321263;0
321265;0
321266;0
321268;0
321270;0
321272;78
321273;78
321274;78
321275;78
321276;100
321277;98
321278;98
321279;100
321280;100
321281;98
321282;78
321283;78
321284;78
321285;78
321286;100
321287;98
321288;98
321289;100
321290;100
321291;98
321292;78
321293;78
321294;78
321295;78
321296;100
321297;98
321298;98
321299;100
321300;100
321301;98
321322;100
321323;100
321324;100
321325;100
321326;100
321327;100
321328;43
321329;34
321330;83
321331;100
321332;100
321333;100
321334;100
321335;100
321336;100
321337;43
321338;34
321339;83
321346;100
321349;0
321348;0
321350;0
321351;0
321352;0
321353;0
321354;0
321355;0
321356;0
321357;0
321358;0
321359;0
321361;0
321362;0
321363;0
321364;0
321365;0
321366;0
321367;0
321368;0
321369;0
321370;0
321371;0
321372;0
321375;0
321376;0
321380;0
321406;0
321378;100
321381;0
321382;0
321383;0
321384;0
321385;0
321387;0
321388;0
321389;0
321390;0
321391;0
321392;0
321393;0
321394;0
321395;0
321396;0
321397;0
321398;0
321399;0
321400;0
321401;0
321402;0
321403;0
321404;0
321407;0
321408;0
321409;0
321410;0
321411;0
321413;0
321414;0
321415;0
321416;0
321417;0
321418;0
