id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
308243_59991,"Roccapassa Fauteuil","Ben jij helemaal weg van fauteuils met een industrieel ontwerp? Dan zal de Roccapassa fauteuil bij je in de smaak vallen. Deze fauteuil is gemaakt van het hoogwaardige materiaal . De Roccapassa fauteuil is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden. Afmetingen: 55 x 62 x 76cm",https://demo.tomassotables.com/wp-content/uploads/1554458735_fbcc0d042c.jpg,https://demo.tomassotables.com/roccapassa-fauteuil/,"Fauteuils","Tomasso Tables",195EUR,in stock,308243_59991,,"https://demo.tomassotables.com/wp-content/uploads/1554458743_90538b2235.jpg,https://demo.tomassotables.com/wp-content/uploads/1554458747_4ff195cdb9.jpg",,0,new,published,,,,,,,
1726239124_59975,"Ripabianca Fauteuil","Ben jij helemaal weg van fauteuils met een industrieel ontwerp? Dan zal de Ripabianca fauteuil bij je in de smaak vallen. Deze fauteuil is gemaakt van het hoogwaardige materiaal . De Ripabianca fauteuil is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden. Afmetingen: 63 x 68 x 80cm",https://demo.tomassotables.com/wp-content/uploads/1546417287_04fa9d5168.jpg,https://demo.tomassotables.com/ripabianca-fauteuil/,"Fauteuils","Tomasso Tables",183EUR,in stock,1726239124_59975,,"https://demo.tomassotables.com/wp-content/uploads/1546417288_8a6ff86767.jpg,https://demo.tomassotables.com/wp-content/uploads/1546417303_f1d43ac9d1.jpg",,0,new,published,,,,,,,
1526754124_59961,"Quarantana Eetkamerstoel","Ben jij helemaal weg van eetkamerstoelen met een industrieel ontwerp? Dan zal de Quarantana eetkamerstoel bij je in de smaak vallen. Deze eetstoel is gemaakt van het hoogwaardige materiaal Quarantana . De Quarantana eetkamerstoel is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden.",https://demo.tomassotables.com/wp-content/uploads/1552554181_c93166dd5f.jpg,https://demo.tomassotables.com/quarantana-eetkamerstoel/,"Eetkamerstoelen","Tomasso Tables",131EUR,in stock,1526754124_59961,,"https://demo.tomassotables.com/wp-content/uploads/1552554514_b86a47114a.jpg,https://demo.tomassotables.com/wp-content/uploads/1552554525_6cb729a0f1.jpg",,0,new,published,,,,,,,
311765_59929,"Porcivalle Eetkamerstoel","Ben jij helemaal weg van eetkamerstoelen met een industrieel ontwerp? Dan zal de Porcivalle eetkamerstoel bij je in de smaak vallen. Deze eetstoel is gemaakt van het hoogwaardige materiaal Porcivalle . De Porcivalle eetkamerstoel is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden.",https://demo.tomassotables.com/wp-content/uploads/1566472472_121f06dcd7.jpg,https://demo.tomassotables.com/porcivalle-eetkamerstoel/,"Eetkamerstoelen","Tomasso Tables",149EUR,in stock,311765_59929,,"https://demo.tomassotables.com/wp-content/uploads/1566472627_bf3a616519.jpg,https://demo.tomassotables.com/wp-content/uploads/1566472629_bfcbcfe2cb.jpg",,0,new,published,,,,,,,
309220_59925,"Pirivoglia Eetkamerstoel","Ben jij helemaal weg van eetkamerstoelen met een industrieel ontwerp? Dan zal de Pirivoglia eetkamerstoel bij je in de smaak vallen. Deze eetstoel is gemaakt van het hoogwaardige materiaal Pirivoglia . De Pirivoglia eetkamerstoel is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden.",https://demo.tomassotables.com/wp-content/uploads/1554806996_12c4df34d5.jpg,https://demo.tomassotables.com/pirivoglia-eetkamerstoel/,"Eetkamerstoelen","Tomasso Tables",126EUR,in stock,309220_59925,,"https://demo.tomassotables.com/wp-content/uploads/1554806997_71a65317d6.jpg,https://demo.tomassotables.com/wp-content/uploads/1554807005_6db3fe1161.jpg,https://demo.tomassotables.com/wp-content/uploads/1562763078_3fd7c9b6ff.jpg",,0,new,published,,,,,,,
305225_59922,"Pietraroja Eetkamerstoel","Ben jij helemaal weg van eetkamerstoelen met een industrieel ontwerp? Dan zal de Pietraroja eetkamerstoel bij je in de smaak vallen. Deze eetstoel is gemaakt van het hoogwaardige materiaal Pietraroja . De Pietraroja eetkamerstoel is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden.",https://demo.tomassotables.com/wp-content/uploads/1539080388_e7c2a83a6b.jpg,https://demo.tomassotables.com/pietraroja-eetkamerstoel/,"Eetkamerstoelen","Tomasso Tables",114EUR,in stock,305225_59922,,"https://demo.tomassotables.com/wp-content/uploads/1539080394_36a9a82c9e.jpg,https://demo.tomassotables.com/wp-content/uploads/1562825776_c910410a13.jpg",,0,new,published,,,,,,,
1516358124_59918,"Pietralata Eetkamerstoel","Ben jij helemaal weg van eetkamerstoelen met een industrieel ontwerp? Dan zal de Pietralata eetkamerstoel bij je in de smaak vallen. Deze eetstoel is gemaakt van het hoogwaardige materiaal Pietralata . De Pietralata eetkamerstoel is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden.",https://demo.tomassotables.com/wp-content/uploads/1535023283_0a7aff2998.jpg,https://demo.tomassotables.com/pietralata-eetkamerstoel/,"Eetkamerstoelen","Tomasso Tables",123EUR,in stock,1516358124_59918,,"https://demo.tomassotables.com/wp-content/uploads/1535023284_20565f5077.jpg,https://demo.tomassotables.com/wp-content/uploads/1535023288_dfd141a15b.jpg,https://demo.tomassotables.com/wp-content/uploads/1562825462_99acd9f718.jpg",,0,new,published,,,,,,,
305249_59916,"Piscitella Eetkamerstoel","Ben jij helemaal weg van eetkamerstoelen met een industrieel ontwerp? Dan zal de Piscitella eetkamerstoel bij je in de smaak vallen. Deze eetstoel is gemaakt van het hoogwaardige materiaal Piscitella . De Piscitella eetkamerstoel is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden.",https://demo.tomassotables.com/wp-content/uploads/1543583625_2ee156f820.jpg,https://demo.tomassotables.com/piscitella-eetkamerstoel/,"Eetkamerstoelen","Tomasso Tables",125EUR,in stock,305249_59916,,"https://demo.tomassotables.com/wp-content/uploads/1543583633_91d33fc863.jpg,https://demo.tomassotables.com/wp-content/uploads/1562761170_f31d3f77ea.jpg",,0,new,published,,,,,,,
317195_59906,"Piantabete Eetkamerstoel","Ben jij helemaal weg van eetkamerstoelen met een industrieel ontwerp? Dan zal de Piantabete eetkamerstoel bij je in de smaak vallen. Deze eetstoel is gemaakt van het hoogwaardige materiaal Piantabete . De Piantabete eetkamerstoel is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden.",https://demo.tomassotables.com/wp-content/uploads/1607414556_8e3435bc1b.jpg,https://demo.tomassotables.com/piantabete-eetkamerstoel/,"Eetkamerstoelen","Tomasso Tables",227EUR,in stock,317195_59906,,"https://demo.tomassotables.com/wp-content/uploads/1607414563_7ca51e1534.jpg,https://demo.tomassotables.com/wp-content/uploads/1607414568_167255f5d6.jpg,https://demo.tomassotables.com/wp-content/uploads/1607414572_38f1ecd917.jpg,https://demo.tomassotables.com/wp-content/uploads/1607414577_145b556e4e.jpg",,0,new,published,,,,,,,
309360_59871,"Pastanelle Eetkamerstoel","Ben jij helemaal weg van eetkamerstoelen met een industrieel ontwerp? Dan zal de Pastanelle eetkamerstoel bij je in de smaak vallen. Deze eetstoel is gemaakt van het hoogwaardige materiaal Pastanelle . De Pastanelle eetkamerstoel is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden.",https://demo.tomassotables.com/wp-content/uploads/1555573951_c09d88e140.jpg,https://demo.tomassotables.com/pastanelle-eetkamerstoel/,"Eetkamerstoelen","Tomasso Tables",287EUR,in stock,309360_59871,,"https://demo.tomassotables.com/wp-content/uploads/1555575224_80b93122e9.jpg,https://demo.tomassotables.com/wp-content/uploads/1555575225_746dd1e4f1.jpg,https://demo.tomassotables.com/wp-content/uploads/1555575233_f0eadc3ffc.jpg,https://demo.tomassotables.com/wp-content/uploads/1555575234_7c082acc76.jpg",,0,new,published,,,,,,,
310455_59864,"Parlapiano Eetkamerstoel","Ben jij helemaal weg van eetkamerstoelen met een industrieel ontwerp? Dan zal de Parlapiano eetkamerstoel bij je in de smaak vallen. Deze eetstoel is gemaakt van het hoogwaardige materiaal Parlapiano . De Parlapiano eetkamerstoel is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden.",https://demo.tomassotables.com/wp-content/uploads/1560324467_1abd3648a7.jpg,https://demo.tomassotables.com/parlapiano-eetkamerstoel/,"Eetkamerstoelen","Tomasso Tables",246EUR,in stock,310455_59864,,"https://demo.tomassotables.com/wp-content/uploads/1560324468_56e8426a1f.jpg,https://demo.tomassotables.com/wp-content/uploads/1560324476_c1e85eaad1.jpg,https://demo.tomassotables.com/wp-content/uploads/1560324478_8edd90ff73.jpg,https://demo.tomassotables.com/wp-content/uploads/1560324486_afd978bd75.jpg,https://demo.tomassotables.com/wp-content/uploads/1560324487_b1b5de4f1a.jpg",,0,new,published,,,,,,,
309336_59862,"Passignano Eetkamerstoel","Ben jij helemaal weg van eetkamerstoelen met een industrieel ontwerp? Dan zal de Passignano eetkamerstoel bij je in de smaak vallen. Deze eetstoel is gemaakt van het hoogwaardige materiaal Passignano . De Passignano eetkamerstoel is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden.",https://demo.tomassotables.com/wp-content/uploads/1555573933_33a0290343.jpg,https://demo.tomassotables.com/passignano-eetkamerstoel/,"Eetkamerstoelen","Tomasso Tables",284EUR,in stock,309336_59862,,"https://demo.tomassotables.com/wp-content/uploads/1555574049_09cd9314d5.jpg,https://demo.tomassotables.com/wp-content/uploads/1555574050_8993b40cca.jpg,https://demo.tomassotables.com/wp-content/uploads/1555574318_f708a20f76.jpg,https://demo.tomassotables.com/wp-content/uploads/1555574320_7d76e7220c.jpg",,0,new,published,,,,,,,
304036_59843,"Pallottini Eetkamerstoel","Ben jij helemaal weg van eetkamerstoelen met een industrieel ontwerp? Dan zal de Pallottini eetkamerstoel bij je in de smaak vallen. Deze eetstoel is gemaakt van het hoogwaardige materiaal Pallottini . De Pallottini eetkamerstoel is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden.",https://demo.tomassotables.com/wp-content/uploads/1555566618_78f0db603b.jpg,https://demo.tomassotables.com/pallottini-eetkamerstoel/,"Eetkamerstoelen","Tomasso Tables",257EUR,in stock,304036_59843,,"https://demo.tomassotables.com/wp-content/uploads/1555567454_2f67d9cd02.jpg,https://demo.tomassotables.com/wp-content/uploads/1555567455_829455ddcc.jpg,https://demo.tomassotables.com/wp-content/uploads/1555567470_858af0d6d1.jpg,https://demo.tomassotables.com/wp-content/uploads/1555567471_256750fc0b.jpg",,0,new,published,,,,,,,
1519939124_59820,"Mucciafora Eetkamerstoel","Ben jij helemaal weg van bezoekersstoelen met een industrieel ontwerp? Dan zal de Mucciafora bezoekersstoel bij je in de smaak vallen. Deze bezoekersstoel is gemaakt van het hoogwaardige materiaal . De Mucciafora bezoekersstoel is erg comfortabel en ideaal voor het avondeten met de familie, of een gezellige avond met vrienden. Afmetingen: 55 x 48 x 84cm",https://demo.tomassotables.com/wp-content/uploads/1491484341_33a965de4e.jpg,https://demo.tomassotables.com/mucciafora-eetkamerstoel/,"Bezoekersstoelen","Tomasso Tables",141EUR,in stock,1519939124_59820,,"https://demo.tomassotables.com/wp-content/uploads/1491484342_34d6c697d8.jpg",,0,new,published,,,,,,,
